year,lea_name,school_code,school_name,spg_grade,spg_score
2013-14,Charter Schools,36C000,Mountain Island Charter,B,75
2013-14,Charter Schools,39A000,Falls Lake Academy,C,63
2013-14,Charter Schools,39B000,Oxford Preparatory High,D,54
2013-14,Charter Schools,41B000,Greensboro Academy,B,75
2013-14,Charter Schools,41C000,Guilford Preparatory Academy,D,49
2013-14,Charter Schools,41D000,Phoenix Academy,C,57
2013-14,Charter Schools,41F000,Triad Math and Science Academy,C,58
2013-14,Charter Schools,41G000,Cornerstone Charter Academy-CFA,C,68
2013-14,Charter Schools,41H000,College Prep and Leadership Academy,D,46
2013-14,Charter Schools,41J000,Summerfield Charter Academy,C,67
2013-14,Charter Schools,45A000,The Mountain Community Sch,C,69
2013-14,Charter Schools,49B000,American Renaissance School,C,60
2013-14,Charter Schools,49D000,Success Institute Charter,F,33
2013-14,Charter Schools,000049,Pine Lake Preparatory,B,77
2013-14,Charter Schools,49F000,Langtree Charter Academy,B,76
2013-14,Charter Schools,50A000,Summit Charter,C,67
2013-14,Charter Schools,51A000,Neuse Charter School,B,75
2013-14,Charter Schools,54A000,Children's Village Academy,F,37
2013-14,Charter Schools,55A000,Lincoln Charter School,B,81
2013-14,Charter Schools,58B000,Bear Grass,C,65
2013-14,Charter Schools,60A000,Community Charter School,D,40
2013-14,Charter Schools,60B000,Sugar Creek Charter,C,60
2013-14,Charter Schools,60C000,Kennedy Charter,D,45
2013-14,Charter Schools,60D000,Lake Norman Charter,A,88
2013-14,Charter Schools,60F000,Metrolina Reg Scholars Academy,A,94
2013-14,Charter Schools,60G000,Queen's Grant Community School,B,75
2013-14,Charter Schools,60H000,Crossroads Charter High,F,35
2013-14,Charter Schools,60I000,Community School of Davidson,A,87
2013-14,Charter Schools,60J000,Socrates Academy,A,85
2013-14,Charter Schools,60K000,Charlotte Secondary,C,63
2013-14,Charter Schools,60L000,KIPP Charlotte,D,54
2013-14,Charter Schools,60M000,Corvian Community School,B,78
2013-14,Charter Schools,60N000,Aristotle Preparatory Academy,D,50
2013-14,Charter Schools,60P000,Charlotte Choice Charter,F,34
2013-14,Charter Schools,60Q000,Invest Collegiate,C,63
2013-14,Charter Schools,63A000,The Academy of Moore County,B,71
2013-14,Charter Schools,63B000,STARS Charter,D,54
2013-14,Charter Schools,64A000,Rocky Mount Preparatory,D,43
2013-14,Charter Schools,65A000,Cape Fear Center for Inquiry,B,81
2013-14,Charter Schools,65B000,Wilmington Preparatory Academy,C,55
2013-14,Charter Schools,65D000,Island Montessori Charter,D,47
2013-14,Charter Schools,66A000,Gaston College Preparatory,B,71
2013-14,Charter Schools,67B000,Z.E.C.A. School of Arts and Technology,F,28
2013-14,Charter Schools,68A000,Orange Charter,B,78
2013-14,Charter Schools,68N000,PACE Academy,D,49
2013-14,Charter Schools,69A000,Arapahoe Charter School,D,49
2013-14,Charter Schools,73A000,Bethel Hill Charter,C,63
2013-14,Charter Schools,73B000,Roxboro Community School,B,72
2013-14,Charter Schools,76N000,Uwharrie Charter Academy,C,57
2013-14,Charter Schools,78A000,CIS Academy,D,46
2013-14,Charter Schools,78B000,Southeastern Academy,B,73
2013-14,Charter Schools,79A000,Bethany Community Middle,C,67
2013-14,Charter Schools,81A000,Thomas Jefferson Class Academy,A,86
2013-14,Charter Schools,81B000,Lake Lure Classical Academy,C,69
2013-14,Charter Schools,84B000,Gray Stone Day,A,87
2013-14,Charter Schools,86T000,Millennium Charter Academy,B,72
2013-14,Charter Schools,87A000,Mountain Discovery,B,79
2013-14,Charter Schools,88A000,Brevard Academy,B,70
2013-14,Charter Schools,90A000,Union Academy,B,78
2013-14,Charter Schools,91A000,Vance Charter School,C,66
2013-14,Charter Schools,91B000,Henderson Collegiate,B,77
2013-14,Charter Schools,92B000,Exploris Middle School,A,91
2013-14,Charter Schools,92D000,Magellan Charter,A,95
2013-14,Charter Schools,000092,Sterling Montessori Academy,B,84
2013-14,Charter Schools,92F000,Franklin Academy,B,83
2013-14,Charter Schools,92G000,East Wake Academy,B,81
2013-14,Charter Schools,92K000,Raleigh Charter High School,A,98
2013-14,Charter Schools,92L000,Torchlight Academy,D,50
2013-14,Charter Schools,92M000,PreEminent Charter,F,36
2013-14,Charter Schools,92N000,Quest Academy,A,94
2013-14,Charter Schools,92P000,Southern Wake Academy,C,63
2013-14,Charter Schools,92Q000,Hope Elementary,F,22
2013-14,Charter Schools,92R000,Casa Esperanza Montessori Charter School,B,79
2013-14,Charter Schools,92S000,Endeavor Charter,A,90
2013-14,Charter Schools,92T000,Triangle Math and Science Academy,A,85
2013-14,Charter Schools,92U000,Longleaf School of the Arts,B,76
2013-14,Charter Schools,93A000,Haliwa-Saponi Tribal School,F,34
2013-14,Charter Schools,95A000,Two Rivers Community School,B,74
2013-14,Charter Schools,96C000,Dillard Academy,F,31
2013-14,Charter Schools,97D000,Bridges Academy,C,61
2013-14,Charter Schools,98A000,Sallie B Howard School,C,56
2014-15,Alamance-Burlington Schools,010303,Alamance-Burlington Middle College,A,86
2014-15,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,C,69
2014-15,Alamance-Burlington Schools,010308,Altamahaw Ossipee Elem,C,69
2014-15,Alamance-Burlington Schools,010310,Broadview Middle,D,45
2014-15,Alamance-Burlington Schools,010312,Highland Elementary,B,74
2014-15,Alamance-Burlington Schools,010320,E M Yoder Elementary,B,73
2014-15,Alamance-Burlington Schools,010324,Eastern Alamance High,C,66
2014-15,Alamance-Burlington Schools,010326,Eastlawn Elementary,F,31
2014-15,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,C,62
2014-15,Alamance-Burlington Schools,010340,Elon Elementary,C,60
2014-15,Alamance-Burlington Schools,010346,B Everett Jordan Elem,C,58
2014-15,Alamance-Burlington Schools,010347,Garrett Elementary,C,63
2014-15,Alamance-Burlington Schools,010348,Graham High,D,50
2014-15,Alamance-Burlington Schools,010350,Graham Middle,D,43
2014-15,Alamance-Burlington Schools,010351,Grove Park Elementary,D,45
2014-15,Alamance-Burlington Schools,010353,Hawfields Middle,C,61
2014-15,Alamance-Burlington Schools,010354,Harvey R Newlin Elementary,D,40
2014-15,Alamance-Burlington Schools,010357,Haw River Elementary,D,42
2014-15,Alamance-Burlington Schools,010358,Hillcrest Elementary,D,50
2014-15,Alamance-Burlington Schools,010360,Hugh M Cummings High,C,60
2014-15,Alamance-Burlington Schools,010362,Marvin B Smith Elementary,B,75
2014-15,Alamance-Burlington Schools,010364,North Graham Elementary,D,53
2014-15,Alamance-Burlington Schools,010372,Pleasant Grove Elementary,C,60
2014-15,Alamance-Burlington Schools,010374,R Homer Andrews Elementary,D,42
2014-15,Alamance-Burlington Schools,010380,South Graham Elementary,D,45
2014-15,Alamance-Burlington Schools,010384,South Mebane Elementary,B,72
2014-15,Alamance-Burlington Schools,010388,Southern High,C,64
2014-15,Alamance-Burlington Schools,010390,Southern Middle,C,60
2014-15,Alamance-Burlington Schools,010392,Sylvan Elementary,C,58
2014-15,Alamance-Burlington Schools,010394,Turrentine Middle,C,57
2014-15,Alamance-Burlington Schools,010396,Walter M Williams High,C,69
2014-15,Alamance-Burlington Schools,010400,Western Alamance High,C,63
2014-15,Alamance-Burlington Schools,010403,Western Middle,C,66
2014-15,Alamance-Burlington Schools,010406,Woodlawn Middle,B,70
2014-15,Alexander County Schools,020302,Alexander Central High,B,76
2014-15,Alexander County Schools,020304,Bethlehem Elementary,C,66
2014-15,Alexander County Schools,020306,East Alexander Middle,C,60
2014-15,Alexander County Schools,020308,Ellendale Elementary,C,67
2014-15,Alexander County Schools,020316,Hiddenite Elementary,C,62
2014-15,Alexander County Schools,020320,Stony Point Elementary,C,63
2014-15,Alexander County Schools,020324,Sugar Loaf Elementary,B,74
2014-15,Alexander County Schools,020328,Taylorsville Elementary,C,57
2014-15,Alexander County Schools,020330,West Alexander Middle,C,65
2014-15,Alexander County Schools,020332,Wittenburg Elementary,C,63
2014-15,Alleghany County Schools,030304,Alleghany High,B,71
2014-15,Alleghany County Schools,030308,Glade Creek Elementary,B,70
2014-15,Alleghany County Schools,030316,Piney Creek Elementary,B,80
2014-15,Alleghany County Schools,030320,Sparta Elementary,C,64
2014-15,Anson County Schools,040304,Anson Co. Early College High,B,70
2014-15,Anson County Schools,040306,Anson High School,D,50
2014-15,Anson County Schools,040308,Ansonville Elementary,B,70
2014-15,Anson County Schools,040309,Anson Middle,D,42
2014-15,Anson County Schools,040311,Wadesboro Primary,F,35
2014-15,Anson County Schools,040316,Lilesville Elementary,D,43
2014-15,Anson County Schools,040324,Morven Elementary,D,45
2014-15,Anson County Schools,040328,Peachland-Polkton Elem,C,59
2014-15,Anson County Schools,040330,Wadesboro Elementary,F,36
2014-15,Anson County Schools,040700,Anson New Tech High,D,46
2014-15,Ashe County Schools,050302,Ashe County High,C,69
2014-15,Ashe County Schools,050305,Ashe County Middle,C,66
2014-15,Ashe County Schools,050310,Blue Ridge Elementary,C,65
2014-15,Ashe County Schools,050330,Mountain View Elementary,B,72
2014-15,Ashe County Schools,050335,Westwood Elementary,B,72
2014-15,Avery County Schools,060302,Avery County High,B,70
2014-15,Avery County Schools,060304,Banner Elk Elementary,C,64
2014-15,Avery County Schools,060310,Cranberry Middle,B,80
2014-15,Avery County Schools,060316,Crossnore Elementary,B,83
2014-15,Avery County Schools,060318,Avery Middle,C,64
2014-15,Avery County Schools,060322,Freedom Trail Elementary,C,68
2014-15,Avery County Schools,060328,Newland Elementary,C,61
2014-15,Avery County Schools,060332,Riverside Elementary,C,61
2014-15,Avery County Schools,060700,Avery High STEM Academy,B,80
2014-15,Avery County Schools,060701,Avery High Viking Academy,F,32
2014-15,Beaufort County Schools,070308,Bath Elementary,C,65
2014-15,Beaufort County Schools,070311,Beaufort Co Early College High,A,93
2014-15,Beaufort County Schools,070325,Chocowinity Middle,C,59
2014-15,Beaufort County Schools,070326,Chocowinity Primary,B,81
2014-15,Beaufort County Schools,070327,John C Tayloe Elementary,C,62
2014-15,Beaufort County Schools,070328,John Small Elementary,D,49
2014-15,Beaufort County Schools,070329,Northeast Elementary,C,56
2014-15,Beaufort County Schools,070330,Northside High,C,62
2014-15,Beaufort County Schools,070338,P S Jones Middle,D,54
2014-15,Beaufort County Schools,070339,Southside High,C,62
2014-15,Beaufort County Schools,070340,S W Snowden Elementary,F,38
2014-15,Beaufort County Schools,070342,Washington High,C,57
2014-15,Bertie County Schools,080311,Bertie Early College High,B,80
2014-15,Bertie County Schools,080312,Bertie High,D,47
2014-15,Bertie County Schools,080314,Bertie Middle,D,44
2014-15,Bertie County Schools,080348,Aulander Elementary,D,47
2014-15,Bertie County Schools,080356,West Bertie Elementary,D,46
2014-15,Bertie County Schools,080360,Colerain Elementary,D,44
2014-15,Bertie County Schools,080362,Windsor Elementary,D,50
2014-15,Bertie County Schools,080700,Bertie STEM High,A,86
2014-15,Bladen County Schools,090304,B T Washington Primary,D,45
2014-15,Bladen County Schools,090315,Bladenboro Middle,D,43
2014-15,Bladen County Schools,090317,Bladenboro Primary,C,60
2014-15,Bladen County Schools,090318,Bladen Lakes Primary,D,54
2014-15,Bladen County Schools,090320,Clarkton School of Discovery,C,58
2014-15,Bladen County Schools,090324,Dublin Primary,C,66
2014-15,Bladen County Schools,090328,East Arcadia Elementary,D,43
2014-15,Bladen County Schools,090330,East Bladen High,D,52
2014-15,Bladen County Schools,090332,Elizabethtown Middle,F,31
2014-15,Bladen County Schools,090333,Elizabethtown Primary,D,51
2014-15,Bladen County Schools,090352,Plain View Primary,D,48
2014-15,Bladen County Schools,090365,Tar Heel Middle,D,45
2014-15,Bladen County Schools,090368,West Bladen High,C,55
2014-15,Brunswick County Schools,100302,Belville Elementary,C,61
2014-15,Brunswick County Schools,100304,Bolivia Elementary,C,59
2014-15,Brunswick County Schools,100307,Brunswick County Early College,A,95
2014-15,Brunswick County Schools,100309,Cedar Grove Middle,D,54
2014-15,Brunswick County Schools,100310,Jessie Mae Monroe Elementary,D,46
2014-15,Brunswick County Schools,100316,Leland Middle,C,55
2014-15,Brunswick County Schools,100320,Lincoln Elementary,C,58
2014-15,Brunswick County Schools,100326,North Brunswick High,C,63
2014-15,Brunswick County Schools,100332,Shallotte Middle,C,60
2014-15,Brunswick County Schools,100334,South Brunswick High,B,74
2014-15,Brunswick County Schools,100335,South Brunswick Middle,C,61
2014-15,Brunswick County Schools,100336,Southport Elementary,C,58
2014-15,Brunswick County Schools,100338,Supply Elementary,D,47
2014-15,Brunswick County Schools,100339,Town Creek Elementary,C,55
2014-15,Brunswick County Schools,100340,Union Elementary,B,75
2014-15,Brunswick County Schools,100342,Virginia Williamson Elem,C,63
2014-15,Brunswick County Schools,100344,Waccamaw,C,64
2014-15,Brunswick County Schools,100348,West Brunswick High,B,74
2014-15,Buncombe County Schools,110304,Reynolds High,B,77
2014-15,Buncombe County Schools,110306,Reynolds Middle,C,66
2014-15,Buncombe County Schools,110308,Barnardsville Elementary,C,67
2014-15,Buncombe County Schools,110318,Black Mountain Elementary,C,62
2014-15,Buncombe County Schools,110320,Black Mountain Primary,B,70
2014-15,Buncombe County Schools,110322,Early College,A,91
2014-15,Buncombe County Schools,110323,Middle College,B,74
2014-15,Buncombe County Schools,110324,Candler Elementary,C,59
2014-15,Buncombe County Schools,110326,Cane Creek Middle,B,77
2014-15,Buncombe County Schools,110332,Bell Elementary,B,73
2014-15,Buncombe County Schools,110336,Owen High,C,67
2014-15,Buncombe County Schools,110338,Owen Middle,C,60
2014-15,Buncombe County Schools,110340,Erwin High,C,62
2014-15,Buncombe County Schools,110342,Erwin Middle,D,52
2014-15,Buncombe County Schools,110348,Emma Elementary,D,51
2014-15,Buncombe County Schools,110352,Enka High,C,63
2014-15,Buncombe County Schools,110356,Fairview Elementary,B,70
2014-15,Buncombe County Schools,110366,Glen Arden Elementary,B,76
2014-15,Buncombe County Schools,110368,Haw Creek Elementary,B,70
2014-15,Buncombe County Schools,110370,Hominy Valley Elementary,B,73
2014-15,Buncombe County Schools,110372,Johnston Elementary,D,46
2014-15,Buncombe County Schools,110376,Leicester Elementary,C,61
2014-15,Buncombe County Schools,110379,North Buncombe Elementary,C,65
2014-15,Buncombe County Schools,110380,North Buncombe High,B,75
2014-15,Buncombe County Schools,110381,North Buncombe Middle,C,66
2014-15,Buncombe County Schools,110382,North Windy Ridge Intermediate,C,67
2014-15,Buncombe County Schools,110384,Oakley Elementary,C,56
2014-15,Buncombe County Schools,110388,Pisgah Elementary,B,80
2014-15,Buncombe County Schools,110401,Enka Middle,C,58
2014-15,Buncombe County Schools,110408,Sand Hill-Venable Elem,C,58
2014-15,Buncombe County Schools,110410,Avery's Creek Elementary,C,61
2014-15,Buncombe County Schools,110412,Williams Elementary,C,66
2014-15,Buncombe County Schools,110416,Roberson High,B,73
2014-15,Buncombe County Schools,110420,Valley Springs Middle,B,74
2014-15,Buncombe County Schools,110422,Estes Elementary,B,71
2014-15,Buncombe County Schools,110428,Weaverville Elementary,B,70
2014-15,Buncombe County Schools,110436,West Buncombe Elementary,B,71
2014-15,Buncombe County Schools,110444,Woodfin Elementary,C,68
2014-15,Buncombe County Schools,110450,Koontz Intermediate,C,63
2014-15,Buncombe County Schools,110451,Eblen Intermediate,C,56
2014-15,Buncombe County Schools,110500,Nesbitt Discovery Academy,A,94
